Source	Target	Weight
Jared Donaldson	Somdev Devvarman	1.0
Jared Donaldson	Sam Querrey	2.0
Jared Donaldson	Gilles Muller	2.0
Jared Donaldson	Austin Krajicek	1.0
Jared Donaldson	John Isner	2.0
Jared Donaldson	Jerzy Janowicz	2.0
Jared Donaldson	John-Patrick Smith	2.0
Jared Donaldson	Lukas Rosol	3.0
Jared Donaldson	Nicolas Mahut	1.0
Jared Donaldson	Sam Groth	2.0
Eric Quigley	Adrian Mannarino	2.0
Janko Tipsarevic	Gilles Simon	2.0
Janko Tipsarevic	Guillermo Garcia-Lopez	3.0
Janko Tipsarevic	Santiago Giraldo	2.0
Janko Tipsarevic	Marcel Granollers	3.0
Janko Tipsarevic	Roberto Bautista Agut	2.0
Janko Tipsarevic	Denis Istomin	2.0
Janko Tipsarevic	Guilherme Clezar	1.0
Janko Tipsarevic	Victor Estrella Burgos	2.0
Janko Tipsarevic	Bernard Tomic	1.0
Grigor Dimitrov	Tomas Berdych	2.0
Grigor Dimitrov	Pablo Cuevas	2.0
Grigor Dimitrov	Benoit Paire	2.0
Grigor Dimitrov	Joao Sousa	1.0
Grigor Dimitrov	Gael Monfils	2.0
Grigor Dimitrov	Jeremy Chardy	1.0
Grigor Dimitrov	John Isner	2.0
Grigor Dimitrov	Lukas Rosol	1.0
Grigor Dimitrov	David Ferrer	2.0
Grigor Dimitrov	Steve Johnson	2.0
Grigor Dimitrov	Fabio Fognini	3.0
Grigor Dimitrov	Sam Querrey	1.0
Grigor Dimitrov	Gilles Muller	4.0
Grigor Dimitrov	Ryan Harrison	2.0
Grigor Dimitrov	Paul-Henri Mathieu	1.0
Grigor Dimitrov	Andy Murray	5.0
Grigor Dimitrov	Marcos Baghdatis	2.0
Grigor Dimitrov	Stan Wawrinka	1.0
Grigor Dimitrov	Rafael Nadal	4.0
Grigor Dimitrov	Roger Federer	2.0
Grigor Dimitrov	Tommy Robredo	2.0
Grigor Dimitrov	Mikhail Kukushkin	3.0
Grigor Dimitrov	Richard Gasquet	3.0
Grigor Dimitrov	Filip Krajinovic	1.0
Grigor Dimitrov	Fernando Verdasco	1.0
Grigor Dimitrov	Lukas Lacko	1.0
Grigor Dimitrov	Benjamin Becker	2.0
Grigor Dimitrov	Nick Kyrgios	1.0
Grigor Dimitrov	Jack Sock	5.0
Jesse Huta Galung	Stan Wawrinka	2.0
Dennis Novikov	Jurgen Melzer	2.0
Benoit Paire	Juan Monaco	2.0
Benoit Paire	Tomas Berdych	3.0
Benoit Paire	Grigor Dimitrov	1.0
Benoit Paire	Joao Sousa	2.0
Benoit Paire	Gael Monfils	1.0
Benoit Paire	Kei Nishikori	3.0
Benoit Paire	Hyeon Chung	2.0
Benoit Paire	Philipp Kohlschreiber	3.0
Benoit Paire	Norbert Gombos	1.0
Benoit Paire	Nikoloz Basilashvili	1.0
Benoit Paire	Stan Wawrinka	4.0
Benoit Paire	Marcos Baghdatis	1.0
Benoit Paire	Jerzy Janowicz	3.0
Benoit Paire	Tommy Robredo	1.0
Benoit Paire	Gilles Simon	4.0
Benoit Paire	Ernests Gulbis	1.0
Benoit Paire	Marsel Ilhan	1.0
Benoit Paire	Gastao Elias	2.0
Benoit Paire	Novak Djokovic	2.0
Benoit Paire	Marco Chiudinelli	2.0
Benoit Paire	Nick Kyrgios	1.0
Benoit Paire	Jo-Wilfried Tsonga	3.0
Benoit Paire	Denis Istomin	2.0
Mardy Fish	Marco Cecchinato	1.0
Mardy Fish	Andy Murray	2.0
Mardy Fish	Dudi Sela	2.0
Mardy Fish	Ryan Harrison	2.0
Mardy Fish	Feliciano Lopez	3.0
Blaz Rola	Denis Kudla	1.0
Blaz Rola	Carlos Berlocq	2.0
Blaz Rola	Joao Souza	2.0
Blaz Rola	Leonardo Mayer	3.0
Blaz Rola	Nicolas Almagro	2.0
Blaz Rola	Adrian Mannarino	3.0
Blaz Rola	Matthew Ebden	3.0
Malek Jaziri	James Duckworth	3.0
Malek Jaziri	Nick Kyrgios	3.0
Malek Jaziri	Ivo Karlovic	2.0
Malek Jaziri	John Isner	3.0
Malek Jaziri	Ryan Harrison	2.0
Malek Jaziri	Ricardas Berankis	2.0
Malek Jaziri	Florian Mayer	1.0
Malek Jaziri	Alexander Sarkissian	1.0
Malek Jaziri	Edouard Roger-Vasselin	2.0
Malek Jaziri	Gilles Muller	2.0
Malek Jaziri	Gilles Simon	2.0
Malek Jaziri	Joao Souza	2.0
Malek Jaziri	Jiri Vesely	2.0
Malek Jaziri	Viktor Troicki	1.0
Malek Jaziri	Austin Krajicek	1.0
Malek Jaziri	Mikhail Kukushkin	1.0
Malek Jaziri	Andrey Kuznetsov	3.0
Malek Jaziri	Adrian Mannarino	2.0
Malek Jaziri	Ante Pavic	1.0
Malek Jaziri	Bernard Tomic	2.0
Malek Jaziri	Dominic Thiem	2.0
Malek Jaziri	Kevin Anderson	2.0
Malek Jaziri	Yen-Hsun Lu	2.0
Malek Jaziri	Steve Darcis	2.0
Malek Jaziri	Borna Coric	2.0
Malek Jaziri	Daniel Gimeno-Traver	2.0
John Isner	Tomas Berdych	2.0
John Isner	Sam Querrey	4.0
John Isner	Kei Nishikori	2.0
John Isner	Marinko Matosevic	2.0
John Isner	Teymuraz Gabashvili	2.0
John Isner	Jeremy Chardy	5.0
John Isner	David Ferrer	2.0
John Isner	Steve Johnson	2.0
John Isner	Andreas Haider-Maurer	1.0
John Isner	Ricardas Berankis	1.0
John Isner	Marin Cilic	3.0
John Isner	Thomaz Bellucci	1.0
John Isner	Gilles Muller	3.0
John Isner	Andy Murray	2.0
John Isner	Rajeev Ram	2.0
John Isner	Milos Raonic	1.0
John Isner	Rafael Nadal	2.0
John Isner	Roger Federer	4.0
John Isner	Ernests Gulbis	2.0
John Isner	Benjamin Becker	1.0
John Isner	Viktor Troicki	2.0
John Isner	John Millman	1.0
John Isner	Vasek Pospisil	1.0
John Isner	Feliciano Lopez	1.0
John Isner	Novak Djokovic	6.0
John Isner	Dominic Thiem	2.0
John Isner	Denis Kudla	1.0
John Isner	Nick Kyrgios	1.0
John Isner	Jack Sock	2.0
Marius Copil	Mikhail Youzhny	2.0
Marius Copil	Gilles Muller	2.0
Marius Copil	Mikhail Kukushkin	2.0
Marius Copil	Stan Wawrinka	3.0
Marius Copil	Jarkko Nieminen	1.0
Marius Copil	Roberto Bautista Agut	2.0
Alexander Zverev	Tomas Berdych	2.0
Alexander Zverev	Teymuraz Gabashvili	2.0
Alexander Zverev	Gael Monfils	2.0
Alexander Zverev	Jeremy Chardy	2.0
Alexander Zverev	Ivo Karlovic	2.0
Alexander Zverev	Philipp Kohlschreiber	5.0
Alexander Zverev	Lukas Rosol	2.0
Alexander Zverev	Mikael Ymer	1.0
Alexander Zverev	Sam Groth	1.0
Alexander Zverev	Marin Cilic	2.0
Alexander Zverev	Thomaz Bellucci	2.0
Alexander Zverev	Marcos Baghdatis	2.0
Alexander Zverev	Tommy Robredo	4.0
Alexander Zverev	Mate Pavic	1.0
Alexander Zverev	Alexandr Dolgopolov	1.0
Alexander Zverev	Kevin Anderson	1.0
Alexander Zverev	Roberto Bautista Agut	2.0
Alexander Zverev	Viktor Troicki	2.0
Alexander Zverev	Marsel Ilhan	2.0
Alexander Zverev	Fernando Verdasco	2.0
Alexander Zverev	Benjamin Becker	1.0
Alexander Zverev	Borna Coric	2.0
Alexander Zverev	Julian Reister	1.0
Mikael Ymer	Alexander Zverev	2.0
Arthur De Greef	Aljaz Bedene	2.0
Arthur De Greef	Diego Schwartzman	1.0
Rogerio Dutra Silva	Federico Delbonis	2.0
Rogerio Dutra Silva	Santiago Giraldo	4.0
Philip Bester	Gilles Muller	2.0
Ricardas Berankis	Robin Haase	2.0
Ricardas Berankis	Sergiy Stakhovsky	3.0
Ricardas Berankis	Andreas Seppi	2.0
Ricardas Berankis	David Goffin	5.0
Ricardas Berankis	Albert Montanes	2.0
Ricardas Berankis	Igor Sijsling	2.0
Ricardas Berankis	Joao Sousa	2.0
Ricardas Berankis	Santiago Giraldo	2.0
Ricardas Berankis	Kevin Anderson	3.0
Ricardas Berankis	Gilles Muller	1.0
Ricardas Berankis	Federico Delbonis	2.0
Ricardas Berankis	Hiroki Moriya	2.0
Ricardas Berankis	Luca Vanni	1.0
Ricardas Berankis	John Isner	4.0
Ricardas Berankis	Evgeny Donskoy	2.0
Ricardas Berankis	Lucas Pouille	2.0
Ricardas Berankis	Tatsuma Ito	2.0
Ricardas Berankis	Tommy Robredo	2.0
Ricardas Berankis	Alexandr Dolgopolov	2.0
Somdev Devvarman	Jared Donaldson	2.0
Somdev Devvarman	Yen-Hsun Lu	2.0
Alexander Sarkissian	Malek Jaziri	2.0
Aljaz Bedene	Pierre-Hugues Herbert	2.0
Aljaz Bedene	Jeremy Chardy	1.0
Aljaz Bedene	Hyeon Chung	2.0
Aljaz Bedene	John Isner	2.0
Aljaz Bedene	Lukas Rosol	2.0
Aljaz Bedene	Maximo Gonzalez	1.0
Aljaz Bedene	Gilles Muller	2.0
Aljaz Bedene	Donald Young	3.0
Aljaz Bedene	Stan Wawrinka	2.0
Aljaz Bedene	Dennis Novak	2.0
Aljaz Bedene	Gilles Simon	1.0
Aljaz Bedene	Ernests Gulbis	1.0
Aljaz Bedene	Jiri Vesely	2.0
Aljaz Bedene	Roberto Bautista Agut	1.0
Aljaz Bedene	Adrian Mannarino	2.0
Aljaz Bedene	Vasek Pospisil	2.0
Aljaz Bedene	Guillermo Garcia-Lopez	1.0
Aljaz Bedene	Novak Djokovic	3.0
Aljaz Bedene	Dominic Thiem	3.0
Aljaz Bedene	Borna Coric	2.0
Aljaz Bedene	Denis Istomin	2.0
Aljaz Bedene	Diego Schwartzman	1.0
Aljaz Bedene	Radek Stepanek	2.0
Noah Rubin	Tatsuma Ito	2.0
Edouard Roger-Vasselin	Gilles Simon	4.0
Edouard Roger-Vasselin	Feliciano Lopez	2.0
Edouard Roger-Vasselin	Marinko Matosevic	1.0
Edouard Roger-Vasselin	Tomas Berdych	2.0
Edouard Roger-Vasselin	Gilles Muller	2.0
Edouard Roger-Vasselin	Joao Sousa	2.0
Edouard Roger-Vasselin	Gael Monfils	5.0
Edouard Roger-Vasselin	Blaz Kavcic	1.0
Edouard Roger-Vasselin	Ivo Karlovic	1.0
Edouard Roger-Vasselin	Malek Jaziri	3.0
Edouard Roger-Vasselin	Jerzy Janowicz	2.0
Edouard Roger-Vasselin	Adrian Mannarino	2.0
Edouard Roger-Vasselin	Radek Stepanek	2.0
Edouard Roger-Vasselin	Andreas Beck	1.0
Nicolas Mahut	Robin Haase	1.0
Nicolas Mahut	Guillermo Garcia-Lopez	3.0
Nicolas Mahut	Ernests Gulbis	1.0
Nicolas Mahut	Jan-Lennard Struff	2.0
Nicolas Mahut	Jared Donaldson	2.0
Nicolas Mahut	Jeremy Chardy	2.0
Nicolas Mahut	Andy Murray	2.0
Nicolas Mahut	Mikhail Kukushkin	2.0
Nicolas Mahut	Filip Krajinovic	1.0
Nicolas Mahut	Adrian Mannarino	1.0
Nicolas Mahut	Dusan Lajovic	2.0
Federico Delbonis	Juan Monaco	3.0
Federico Delbonis	Grigor Dimitrov	3.0
Federico Delbonis	Pablo Cuevas	2.0
Federico Delbonis	Simone Bolelli	2.0
Federico Delbonis	Joao Sousa	2.0
Federico Delbonis	Jeremy Chardy	2.0
Federico Delbonis	Ivo Karlovic	3.0
Federico Delbonis	David Ferrer	2.0
Federico Delbonis	Rogerio Dutra Silva	1.0
Federico Delbonis	Facundo Bagnis	2.0
Federico Delbonis	Nicolas Mahut	2.0
Federico Delbonis	Paul-Henri Mathieu	2.0
Federico Delbonis	Stan Wawrinka	1.0
Federico Delbonis	Rafael Nadal	2.0
Federico Delbonis	Robin Haase	1.0
Federico Delbonis	Fabio Fognini	2.0
Federico Delbonis	Kevin Anderson	4.0
Federico Delbonis	Adrian Mannarino	2.0
Federico Delbonis	Ante Pavic	1.0
Federico Delbonis	Dominic Thiem	2.0
Federico Delbonis	Nick Kyrgios	3.0
Federico Delbonis	Diego Schwartzman	1.0
Federico Delbonis	Jiri Vesely	1.0
Alejandro Gonzalez	Juan Monaco	2.0
Alejandro Gonzalez	Michael Venus	2.0
Alejandro Gonzalez	Fabio Fognini	1.0
Alejandro Gonzalez	Feliciano Lopez	2.0
Alejandro Gonzalez	Guillermo Garcia-Lopez	3.0
Alejandro Gonzalez	Sam Querrey	1.0
Alejandro Gonzalez	Adrian Menendez-Maceiras	2.0
Alejandro Gonzalez	Donald Young	2.0
Alejandro Gonzalez	Kei Nishikori	2.0
Alejandro Gonzalez	Pablo Carreno Busta	2.0
Alejandro Gonzalez	Filip Krajinovic	5.0
Alejandro Gonzalez	Steve Johnson	2.0
Marcos Baghdatis	Grigor Dimitrov	3.0
Marcos Baghdatis	Mikhail Youzhny	1.0
Marcos Baghdatis	Teymuraz Gabashvili	2.0
Marcos Baghdatis	Simone Bolelli	2.0
Marcos Baghdatis	Ivo Karlovic	1.0
Marcos Baghdatis	John Isner	2.0
Marcos Baghdatis	Sam Groth	1.0
Marcos Baghdatis	David Goffin	4.0
Marcos Baghdatis	Guillermo Garcia-Lopez	4.0
Marcos Baghdatis	Thomaz Bellucci	2.0
Marcos Baghdatis	Gilles Muller	2.0
Marcos Baghdatis	Donald Young	1.0
Marcos Baghdatis	Pierre-Hugues Herbert	2.0
Marcos Baghdatis	Rafael Nadal	2.0
Marcos Baghdatis	Tommy Robredo	2.0
Marcos Baghdatis	Toni Androic	1.0
Marcos Baghdatis	Ernests Gulbis	1.0
Marcos Baghdatis	Alejandro Gomez	2.0
Marcos Baghdatis	Nicolas Almagro	1.0
Marcos Baghdatis	Vasek Pospisil	2.0
Marcos Baghdatis	Novak Djokovic	2.0
Marcos Baghdatis	Steve Darcis	2.0
Marcos Baghdatis	Borna Coric	1.0
Marcos Baghdatis	Benoit Paire	2.0
Rajeev Ram	Dustin Brown	2.0
Rajeev Ram	Viktor Troicki	3.0
Rajeev Ram	Jeremy Chardy	2.0
Rajeev Ram	Ivo Karlovic	1.0
Rajeev Ram	John Isner	1.0
Rajeev Ram	Adrian Mannarino	3.0
Rajeev Ram	Mischa Zverev	2.0
Rajeev Ram	Paolo Lorenzi	2.0
Rajeev Ram	Alejandro Falla	1.0
Milos Raonic	Kei Nishikori	1.0
Milos Raonic	James Ward	1.0
Milos Raonic	Simone Bolelli	2.0
Milos Raonic	Joao Sousa	1.0
Milos Raonic	Jeremy Chardy	1.0
Milos Raonic	Ivo Karlovic	2.0
Milos Raonic	John Isner	2.0
Milos Raonic	Sam Groth	1.0
Milos Raonic	Sergiy Stakhovsky	1.0
Milos Raonic	Andy Murray	2.0
Milos Raonic	Stan Wawrinka	2.0
Milos Raonic	Rafael Nadal	2.0
Milos Raonic	Roger Federer	4.0
Milos Raonic	Tommy Robredo	1.0
Milos Raonic	Gilles Simon	2.0
Milos Raonic	Viktor Troicki	2.0
Milos Raonic	Andrey Kuznetsov	1.0
Milos Raonic	Roberto Bautista Agut	1.0
Milos Raonic	Fernando Verdasco	1.0
Milos Raonic	Feliciano Lopez	7.0
Milos Raonic	Novak Djokovic	3.0
Milos Raonic	Nick Kyrgios	3.0
Milos Raonic	Daniel Gimeno-Traver	1.0
Milos Raonic	Richard Gasquet	1.0
Marton Fucsovics	Andrey Kuznetsov	2.0
Marton Fucsovics	Daniel Gimeno-Traver	2.0
Markus Eriksson	Benoit Paire	2.0
Julien Benneteau	Thanasi Kokkinakis	2.0
Julien Benneteau	Benjamin Becker	3.0
Julien Benneteau	Leonardo Mayer	2.0
Julien Benneteau	Albert Ramos-Vinolas	2.0
Robin Haase	Juan Monaco	1.0
Robin Haase	Dustin Brown	2.0
Robin Haase	Pablo Cuevas	1.0
Robin Haase	Nick Kyrgios	2.0
Robin Haase	Ivo Karlovic	1.0
Robin Haase	Pablo Carreno Busta	2.0
Robin Haase	Lukas Rosol	2.0
Robin Haase	Andreas Haider-Maurer	2.0
Robin Haase	Marcel Granollers	1.0
Robin Haase	Lamine Ouahab	2.0
Robin Haase	Andreas Seppi	4.0
Robin Haase	Marin Cilic	3.0
Robin Haase	Santiago Giraldo	2.0
Robin Haase	Nicolas Mahut	2.0
Robin Haase	Federico Delbonis	2.0
Robin Haase	Andy Murray	3.0
Robin Haase	Stan Wawrinka	1.0
Robin Haase	Gilles Simon	3.0
Robin Haase	Ricardas Berankis	1.0
Robin Haase	Richard Gasquet	3.0
Robin Haase	Alejandro Falla	1.0
Robin Haase	Vasek Pospisil	2.0
Robin Haase	Feliciano Lopez	1.0
Robin Haase	Yen-Hsun Lu	2.0
Robin Haase	Dominic Thiem	2.0
Robin Haase	Borna Coric	2.0
Robin Haase	Philipp Kohlschreiber	2.0
Robin Haase	Albert Ramos-Vinolas	2.0
Gilles Simon	Tomas Berdych	4.0
Gilles Simon	Aljaz Bedene	2.0
Gilles Simon	Mikhail Youzhny	2.0
Gilles Simon	James Duckworth	2.0
Gilles Simon	Benoit Paire	1.0
Gilles Simon	Joao Sousa	1.0
Gilles Simon	Gael Monfils	3.0
Gilles Simon	Malek Jaziri	1.0
Gilles Simon	David Ferrer	7.0
Gilles Simon	Nikoloz Basilashvili	1.0
Gilles Simon	Marcel Granollers	1.0
Gilles Simon	Sergiy Stakhovsky	1.0
Gilles Simon	David Goffin	1.0
Gilles Simon	Sam Querrey	2.0
Gilles Simon	Gilles Muller	2.0
Gilles Simon	Donald Young	3.0
Gilles Simon	Stan Wawrinka	3.0
Gilles Simon	Jerzy Janowicz	2.0
Gilles Simon	Milos Raonic	1.0
Gilles Simon	Rafael Nadal	2.0
Gilles Simon	Roger Federer	3.0
Gilles Simon	Kevin Anderson	2.0
Gilles Simon	Mikhail Kukushkin	1.0
Gilles Simon	Lucas Pouille	1.0
Gilles Simon	Novak Djokovic	2.0
Gilles Simon	Dominic Thiem	1.0
Gilles Simon	Leonardo Mayer	1.0
Gilles Simon	Borna Coric	1.0
Gilles Simon	Jo-Wilfried Tsonga	2.0
Gilles Simon	Jack Sock	3.0
Gilles Simon	Daniel Gimeno-Traver	2.0
Gilles Simon	Ivo Karlovic	2.0
Aslan Karatsev	Philipp Kohlschreiber	2.0
Andre Ghem	Victor Estrella Burgos	2.0
Jan-Lennard Struff	Sergiy Stakhovsky	4.0
Jan-Lennard Struff	Florian Mayer	2.0
Jan-Lennard Struff	Dustin Brown	2.0
Jan-Lennard Struff	Guillermo Garcia-Lopez	2.0
Jan-Lennard Struff	Dominic Thiem	1.0
Jan-Lennard Struff	Mikhail Youzhny	2.0
Jan-Lennard Struff	Thanasi Kokkinakis	2.0
Jan-Lennard Struff	Benjamin Becker	1.0
Jan-Lennard Struff	Dudi Sela	3.0
Jan-Lennard Struff	Kevin Anderson	2.0
Jan-Lennard Struff	Jo-Wilfried Tsonga	2.0
Jan-Lennard Struff	Nicolas Mahut	1.0
Jan-Lennard Struff	Viktor Troicki	3.0
Jan-Lennard Struff	Philipp Kohlschreiber	3.0
Jan-Lennard Struff	Bernard Tomic	5.0
Jan-Lennard Struff	Jarkko Nieminen	2.0
Jan-Lennard Struff	Mischa Zverev	2.0
Jan-Lennard Struff	Roberto Carballes Baena	2.0
Jan-Lennard Struff	Andreas Haider-Maurer	2.0
Andrea Arnaboldi	Marin Cilic	3.0
Andrea Arnaboldi	Jerzy Janowicz	2.0
Andrea Arnaboldi	David Goffin	2.0
Andrea Arnaboldi	James Duckworth	2.0
Kimmer Coppejans	Thomaz Bellucci	2.0
Kimmer Coppejans	Santiago Giraldo	2.0
Kimmer Coppejans	Nicolas Mahut	3.0
Radu Albot	Joao Sousa	2.0
Radu Albot	Andrey Kuznetsov	2.0
Radu Albot	Mikhail Kukushkin	2.0
Radu Albot	David Ferrer	3.0
Jiri Vesely	Juan Monaco	2.0
Jiri Vesely	Tomas Berdych	2.0
Jiri Vesely	John Isner	1.0
Jiri Vesely	Pablo Cuevas	2.0
Jiri Vesely	Kei Nishikori	2.0
Jiri Vesely	Blaz Rola	2.0
Jiri Vesely	Ivo Karlovic	2.0
Jiri Vesely	Philipp Kohlschreiber	2.0
Jiri Vesely	Andreas Haider-Maurer	3.0
Jiri Vesely	Fabio Fognini	4.0
Jiri Vesely	Guillermo Garcia-Lopez	2.0
Jiri Vesely	Marin Cilic	2.0
Jiri Vesely	Thomaz Bellucci	4.0
Jiri Vesely	Federico Delbonis	2.0
Jiri Vesely	Marcos Baghdatis	1.0
Jiri Vesely	Rafael Nadal	2.0
Jiri Vesely	Gilles Simon	2.0
Jiri Vesely	Alexandr Dolgopolov	2.0
Jiri Vesely	Ernests Gulbis	2.0
Jiri Vesely	Kevin Anderson	2.0
Jiri Vesely	Viktor Troicki	3.0
Jiri Vesely	Nicolas Almagro	2.0
Jiri Vesely	Mikhail Kukushkin	2.0
Jiri Vesely	Richard Gasquet	2.0
Jiri Vesely	Leonardo Mayer	5.0
Jiri Vesely	Daniel Gimeno-Traver	3.0
Roberto Bautista Agut	Tomas Berdych	2.0
Roberto Bautista Agut	Aljaz Bedene	4.0
Roberto Bautista Agut	Pablo Carreno Busta	2.0
Roberto Bautista Agut	Pierre-Hugues Herbert	1.0
Roberto Bautista Agut	Teymuraz Gabashvili	1.0
Roberto Bautista Agut	Joao Sousa	4.0
Roberto Bautista Agut	Gael Monfils	4.0
Roberto Bautista Agut	Kei Nishikori	4.0
Roberto Bautista Agut	Philipp Kohlschreiber	1.0
Roberto Bautista Agut	Lukas Rosol	3.0
Roberto Bautista Agut	Steve Johnson	1.0
Roberto Bautista Agut	David Goffin	2.0
Roberto Bautista Agut	Marin Cilic	2.0
Roberto Bautista Agut	Thomaz Bellucci	2.0
Roberto Bautista Agut	Gilles Muller	3.0
Roberto Bautista Agut	Nicolas Mahut	2.0
Roberto Bautista Agut	Andy Murray	2.0
Roberto Bautista Agut	Jerzy Janowicz	2.0
Roberto Bautista Agut	Milos Raonic	4.0
Roberto Bautista Agut	Roger Federer	5.0
Roberto Bautista Agut	Nicolas Almagro	1.0
Roberto Bautista Agut	Richard Gasquet	2.0
Roberto Bautista Agut	Adrian Mannarino	1.0
Roberto Bautista Agut	Fernando Verdasco	2.0
Roberto Bautista Agut	Novak Djokovic	3.0
Roberto Bautista Agut	Dominic Thiem	1.0
Roberto Bautista Agut	Nick Kyrgios	2.0
Roberto Bautista Agut	Jo-Wilfried Tsonga	4.0
Roberto Bautista Agut	Jack Sock	4.0
Roberto Bautista Agut	Victor Estrella Burgos	1.0
Austin Krajicek	Stan Wawrinka	2.0
Austin Krajicek	Tomas Berdych	2.0
Austin Krajicek	James Duckworth	1.0
Austin Krajicek	Santiago Giraldo	3.0
Austin Krajicek	Jared Donaldson	2.0
Austin Krajicek	Kevin Anderson	3.0
Austin Krajicek	Joao Sousa	1.0
Austin Krajicek	Denis Istomin	2.0
Austin Krajicek	Kei Nishikori	2.0
Austin Krajicek	Mikhail Kukushkin	1.0
Austin Krajicek	Marcos Baghdatis	2.0
Austin Krajicek	Ivo Karlovic	1.0
Austin Krajicek	Horacio Zeballos	2.0
Austin Krajicek	Malek Jaziri	2.0
Austin Krajicek	Matthew Ebden	1.0
Austin Krajicek	Bernard Tomic	2.0
Nicolas Almagro	Juan Monaco	4.0
Nicolas Almagro	Fernando Verdasco	1.0
Nicolas Almagro	Gilles Simon	3.0
Nicolas Almagro	Sergiy Stakhovsky	1.0
Nicolas Almagro	Pablo Andujar	1.0
Nicolas Almagro	Alexandr Dolgopolov	1.0
Nicolas Almagro	Novak Djokovic	2.0
Nicolas Almagro	Pablo Cuevas	6.0
Nicolas Almagro	Martin Klizan	2.0
Nicolas Almagro	Jiri Vesely	1.0
Nicolas Almagro	Roberto Bautista Agut	2.0
Nicolas Almagro	Marcos Baghdatis	2.0
Nicolas Almagro	Paul-Henri Mathieu	2.0
Nicolas Almagro	Denis Istomin	4.0
Nicolas Almagro	Kei Nishikori	3.0
Nicolas Almagro	Richard Gasquet	2.0
Nicolas Almagro	Albert Ramos-Vinolas	2.0
Nicolas Almagro	Rafael Nadal	7.0
Nicolas Almagro	Jarkko Nieminen	1.0
Nicolas Almagro	Grigor Dimitrov	2.0
Andrey Kuznetsov	Dustin Brown	2.0
Andrey Kuznetsov	Novak Djokovic	3.0
Andrey Kuznetsov	Teymuraz Gabashvili	2.0
Andrey Kuznetsov	Federico Delbonis	2.0
Andrey Kuznetsov	Gael Monfils	4.0
Andrey Kuznetsov	Albert Ramos-Vinolas	1.0
Andrey Kuznetsov	Philipp Kohlschreiber	2.0
Andrey Kuznetsov	Milos Raonic	2.0
Andrey Kuznetsov	Andrey Golubev	1.0
Andrey Kuznetsov	Marsel Ilhan	2.0
Andrey Kuznetsov	Marin Cilic	2.0
Andrey Kuznetsov	Feliciano Lopez	2.0
Daniel Garza	Viktor Troicki	2.0
Darian King	Go Soeda	2.0
Tim Puetz	Donald Young	3.0
Gonzalo Escobar	Nicolas Jarry	2.0
Lucas Miedler	Ernests Gulbis	2.0
Marco Cecchinato	Mardy Fish	3.0
Marco Cecchinato	Jarkko Nieminen	2.0
Marco Cecchinato	Aljaz Bedene	2.0
Marco Cecchinato	Facundo Bagnis	2.0
Jabor Mohammed Ali Mutawa	Sergiy Stakhovsky	2.0
Steve Darcis	Feliciano Lopez	3.0
Steve Darcis	Novak Djokovic	2.0
Steve Darcis	Pablo Cuevas	2.0
Steve Darcis	Simone Bolelli	3.0
Steve Darcis	Gilles Muller	1.0
Steve Darcis	Gael Monfils	2.0
Steve Darcis	Marcos Baghdatis	3.0
Steve Darcis	Malek Jaziri	1.0
Steve Darcis	Richard Gasquet	1.0
Steve Darcis	Roger Federer	3.0
Steve Darcis	Paolo Lorenzi	2.0
Andrey Rublev	Fabio Fognini	2.0
Andrey Rublev	John Isner	2.0
Andrey Rublev	Simone Bolelli	2.0
Andrey Rublev	Dudi Sela	1.0
Andrey Rublev	Marin Cilic	2.0
Andrey Rublev	Santiago Giraldo	2.0
Andrey Rublev	Kevin Anderson	3.0
Andrey Rublev	Roberto Bautista Agut	2.0
Andrey Rublev	Blaz Kavcic	2.0
Andrey Rublev	Mikhail Kukushkin	2.0
Andrey Rublev	Pablo Carreno Busta	1.0
Andrey Rublev	Horacio Zeballos	2.0
Andrey Rublev	Jarkko Nieminen	1.0
Andrey Rublev	Steve Johnson	2.0
Renzo Olivo	Evgeny Donskoy	1.0
Renzo Olivo	Jarkko Nieminen	1.0
Renzo Olivo	Victor Estrella Burgos	2.0
Renzo Olivo	Tommy Robredo	2.0
Jack Sock	Tomas Berdych	4.0
Jack Sock	Grigor Dimitrov	1.0
Jack Sock	Lukas Lacko	1.0
Jack Sock	Ivo Karlovic	2.0
Jack Sock	Pablo Carreno Busta	1.0
Jack Sock	Steve Johnson	2.0
Jack Sock	Sam Groth	3.0
Jack Sock	Gilles Muller	1.0
Jack Sock	Donald Young	1.0
Jack Sock	Rafael Nadal	5.0
Jack Sock	Roger Federer	4.0
Jack Sock	Gilles Simon	2.0
Jack Sock	Joao Souza	1.0
Jack Sock	Kevin Anderson	2.0
Jack Sock	Roberto Bautista Agut	1.0
Jack Sock	Richard Gasquet	1.0
Jack Sock	Viktor Troicki	2.0
Jack Sock	Adrian Mannarino	1.0
Jack Sock	Dusan Lajovic	2.0
Jack Sock	Ruben Bemelmans	1.0
Jack Sock	Fernando Verdasco	1.0
Jack Sock	Dominic Thiem	2.0
Jack Sock	Novak Djokovic	2.0
Jack Sock	Yen-Hsun Lu	1.0
Jack Sock	Denis Kudla	2.0
Jack Sock	Jo-Wilfried Tsonga	2.0
Antonio Veic	James Ward	2.0
Go Soeda	Fernando Verdasco	3.0
Go Soeda	John Isner	3.0
Go Soeda	David Goffin	2.0
Go Soeda	Sam Querrey	2.0
Go Soeda	Simone Bolelli	2.0
